author,author_bio,author_gender,author_location,dailymotion_views,date,displayed_name,domain_url,engagement,external_author_id,external_id,external_provider,facebook_likes,facebook_shares,fluency_level,full_text,language,num_comments,num_followers,porn_level,post_type,reach,reply_to_author,reply_to_tweet_id,Sentiment,source_alexa_pageviews,source_alexa_unique_visitors,source_city,source_continent,source_country,source_country_code,source_name,source_region,source_type_detail,source_type_general,spam_level,tags_customer,tags_internal,title,trending_score,twitter_likes,twitter_shares,url,vkontakte_likes,vkontakte_shares,word_count,youtube_dislikes,youtube_likes,youtube_views,num_reposts,num_likes,official,outlier_author,outlier_text,sponsorship,HCP,topic,sentiment_positive,sentiment_negative,sentiment_neutral,key_content_text,sentiment
metadvice,"We are a digital health company developing state of the art AI driven decision support software for doctors and pharma, helping evolve precision healthcare.",,London,,2020-06-20 00:30:14+00:00,Metadvice,http://twitter.com/,97.0,,1.2741374474802954e+18,,0.0,0.0,,"RT @NovartisCancer: What is the role of TIM-3 in MDS/AML? How does it work? Let’s discuss with Dr Amer Zeidan, Prof Francesco Buccisano, an…",en,0.0,94.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,77.0,20.0,https://twitter.com/metadvice/statuses/1274137447480295426,0.0,0.0,,0.0,0.0,0.0,20.0,77.0,False,False,False,False,True,Collaboration,0.0,0.0,1.0,"RT @NovartisCancer: What is the role of TIM-3 in MDS/AML? How does it work? Let’s discuss with Dr Amer Zeidan, Prof Francesco Buccisano, an…",true
nycdoc29,"ASCO, ASH, EHA & ESMO Member, Hem/Onc - 11 MD specialty private practice, former full time academic, traveller, foodie & out of necessity now a business person!",,"Garden City, NY",,2020-06-20 10:05:17+00:00,NYCDoc29,http://twitter.com/,8.0,,1.2742821628633825e+18,,0.0,0.0,,RT @mpdrc: Exciting data in Tagraxofusp data in high risk MF from social media luminary and wonderful investigator @doctorpemm at #EHA25Vir…,en,0.0,664.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,5.0,3.0,https://twitter.com/nycdoc29/statuses/1274282162863382528,0.0,0.0,,0.0,0.0,0.0,3.0,5.0,False,False,False,False,True,Financial Performance,1.0,0.0,0.0,RT @mpdrc: Exciting data in Tagraxofusp data in high risk MF from social media luminary and wonderful investigator @doctorpemm at #EHA25Vir…,true
ADCReview,"ADC Review/J. Antibody-drug Conjugates, an open access journal, brings together researchers, scientists and physicians involved in the growing field of ADCs.",,"Phoenix, AZ (USA)",,2020-06-20 18:30:00+00:00,ADC Review,http://twitter.com/,0.0,,1.274409179541889e+18,,0.0,0.0,,Loncastuximab Tesirine Demonstrates an Overall High Response Rates in Pivotal Phase II Single-agent Trial… https://t.co/mdBnj7ZJSz,en,0.0,905.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/ADCReview/statuses/1274409179541889025,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,Loncastuximab Tesirine Demonstrates an Overall High Response Rates in Pivotal Phase II Single-agent Trial… https://t.co/mdBnj7ZJSz,false
mike_dickinson1,Clinical haematologist at Peter MacCallum Cancer Centre in Melbourne. Aggressive Lymphoma Lead. MDS/AML/myeloma.Early phase trials. Views are my own.,,Melbourne,,2020-06-20 21:08:30+00:00,Michael Dickinson,http://twitter.com/,19.0,,1.2744490670204436e+18,,0.0,0.0,,RT @lymphomahub: CONGRESS | #EHA25Virtual | @mike_dickinson1 from @PeterMacCC presented the phase I dose-escalation results of glofitamab t…,en,0.0,921.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,11.0,8.0,https://twitter.com/mike_dickinson1/statuses/1274449067020443648,0.0,0.0,,0.0,0.0,0.0,8.0,11.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,RT @lymphomahub: CONGRESS | #EHA25Virtual | @mike_dickinson1 from @PeterMacCC presented the phase I dose-escalation results of glofitamab t…,true
chanyooncheah,Doctor for patients with lymphoma. Clinical researcher.,,"Perth, Western Australia",,2020-06-12 11:12:35+00:00,Chan Cheah,http://twitter.com/,2.0,,1.2713999993188352e+18,,0.0,0.0,,Pleased to be able to present this work on behalf of my co-investigators #lymSM #EHA25 https://t.co/e7h3GebcuC,en,0.0,1717.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,2.0,https://twitter.com/chanyooncheah/statuses/1271399999318835200,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,False,False,False,False,True,Financial Performance,1.0,0.0,0.0,Pleased to be able to present this work on behalf of my co-investigators #lymSM #EHA25 https://t.co/e7h3GebcuC,true
dgermain21,MD-PhD. 2nd year Heme/Onc fellow focused on lymphoma and leukemia. Physician-scientist-in-training. Tweet/RT not medical advice or endorsement.,,"St. Louis, MO",,2020-06-12 18:58:55+00:00,David A. Russler-Germain,http://twitter.com/,92.0,,1.2715173539149128e+18,,0.0,0.0,,RT @DocHutchings: Pleased to present the final results from the dose escalation part of the Phase 1/2 study of epcoritamab in r/r B-NHL at…,en,0.0,1612.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,69.0,23.0,https://twitter.com/dgermain21/statuses/1271517353914912770,0.0,0.0,,0.0,0.0,0.0,23.0,69.0,False,False,False,False,True,Clinical Trials,1.0,0.0,0.0,RT @DocHutchings: Pleased to present the final results from the dose escalation part of the Phase 1/2 study of epcoritamab in r/r B-NHL at…,true
GruppSteve,"#CARTCell expert, bone marrow transplanter, pediatric oncologist, husband to my vastly better half. All opinions my own, not an investor. RT not=endorsement🌊🌊",,"Philadelphia, PA",,2020-06-12 20:33:58+00:00,Stephan Grupp MD PhD,http://twitter.com/,19.0,,1.271541275225985e+18,,0.0,0.0,,"RT @EmatoInfo: ""#EHA25 theme is Unfolding the future. The virtual aspect suddenly contributes to this theme working with the state- of-the-…",en,0.0,2534.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,16.0,3.0,https://twitter.com/GruppSteve/statuses/1271541275225985025,0.0,0.0,,0.0,0.0,0.0,3.0,16.0,False,False,False,False,True,Collaboration,1.0,0.0,0.0,"RT @EmatoInfo: ""#EHA25 theme is Unfolding the future. The virtual aspect suddenly contributes to this theme working with the state- of-the-…",true
EduardoFlavioO1,"MD, Hematologist, Brasilia/Brasil, main interest in CLL, Lymphoma and MM; dad and husband; tweets are my own opinion",,"Brasília, Brasil",,2020-06-12 17:53:19+00:00,Eduardo Flavio Oliveira Ribeiro,http://twitter.com/,1.0,,1.2715008432427172e+18,,0.0,0.0,,More about PMBL from Educational Program. Here are the take home messages. #EHA2020 #EHA25Virtual https://t.co/s9kpOqCnHU,en,0.0,545.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,1.0,https://twitter.com/EduardoFlavioO1/statuses/1271500843242717186,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,Disease Advocacy,0.0,0.0,1.0,More about PMBL from Educational Program. Here are the take home messages. #EHA2020 #EHA25Virtual https://t.co/s9kpOqCnHU,true
DrESHAJ9,"a passionate medical oncologist, a spiritual seeker",,,,2020-06-16 16:23:02+00:00,EJ,http://twitter.com/,10.0,,1.272927677071016e+18,,0.0,0.0,,RT @MM_Hub: CONGRESS | #EHA25Virtual | @TCupedo's team from @ErasmusMC developed a model where a subset of inflammatory stromal fibroblasts…,en,0.0,315.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,6.0,4.0,https://twitter.com/DrESHAJ9/statuses/1272927677071015937,0.0,0.0,,0.0,0.0,0.0,4.0,6.0,False,False,False,False,True,Collaboration,0.0,0.0,1.0,RT @MM_Hub: CONGRESS | #EHA25Virtual | @TCupedo's team from @ErasmusMC developed a model where a subset of inflammatory stromal fibroblasts…,false
ADCReview,"ADC Review/J. Antibody-drug Conjugates, an open access journal, brings together researchers, scientists and physicians involved in the growing field of ADCs.",,"Phoenix, AZ (USA)",,2020-06-16 18:30:00+00:00,ADC Review,http://twitter.com/,0.0,,1.2729596290316247e+18,,0.0,0.0,,Loncastuximab Tesirine Demonstrates an Overall High Response Rates in Pivotal Phase II Single-agent Trial… https://t.co/ydyteVD7YG,en,0.0,905.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/ADCReview/statuses/1272959629031624705,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,Loncastuximab Tesirine Demonstrates an Overall High Response Rates in Pivotal Phase II Single-agent Trial… https://t.co/ydyteVD7YG,true
DrChrisHourigan,"Physician-Scientist, Acute Myeloid Leukemia Doctor, Human Immunologist, Laboratory PI, Measurable Residual Disease Advocate, Optimist.  Views are my own.",,"Washington, DC",,2020-06-16 13:17:50+00:00,Chris Hourigan,http://twitter.com/,9.0,,1.2728810696001454e+18,,0.0,0.0,,"RT @VJHemOnc: @DrChrisHourigan is discussing the impact of conditioning intensity and genomics on relapse after allo-HSCT for #MDS
@VJHemOn…",en,0.0,1169.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,7.0,2.0,https://twitter.com/DrChrisHourigan/statuses/1272881069600145408,0.0,0.0,,0.0,0.0,0.0,2.0,7.0,False,False,False,False,True,Diagnosis Progression,0.0,0.0,1.0,"RT @VJHemOnc: @DrChrisHourigan is discussing the impact of conditioning intensity and genomics on relapse after allo-HSCT for #MDS
@VJHemOn…",true
DrESHAJ9,"a passionate medical oncologist, a spiritual seeker",,,,2020-06-16 16:02:45+00:00,EJ,http://twitter.com/,92.0,,1.272922571994919e+18,,0.0,0.0,,RT @DocHutchings: Pleased to present the final results from the dose escalation part of the Phase 1/2 study of epcoritamab in r/r B-NHL at…,en,0.0,315.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,69.0,23.0,https://twitter.com/DrESHAJ9/statuses/1272922571994918913,0.0,0.0,,0.0,0.0,0.0,23.0,69.0,False,False,False,False,True,Clinical Trials,1.0,0.0,0.0,RT @DocHutchings: Pleased to present the final results from the dose escalation part of the Phase 1/2 study of epcoritamab in r/r B-NHL at…,true
DrESHAJ9,"a passionate medical oncologist, a spiritual seeker",,,,2020-06-16 16:18:04+00:00,EJ,http://twitter.com/,41.0,,1.2729264271767675e+18,,0.0,0.0,,RT @HemaClinicoVLC: 🔖 “Midostaurin in Combination with Intensive Chemotherapy in FLT3 mutated Acute Myeloid #Leukemia: Spanish Experience”…,en,0.0,315.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,31.0,10.0,https://twitter.com/DrESHAJ9/statuses/1272926427176767488,0.0,0.0,,0.0,0.0,0.0,10.0,31.0,False,False,False,False,True,Innovation,0.0,0.0,1.0,RT @HemaClinicoVLC: 🔖 “Midostaurin in Combination with Intensive Chemotherapy in FLT3 mutated Acute Myeloid #Leukemia: Spanish Experience”…,true
EduardoFlavioO1,"MD, Hematologist, Brasilia/Brasil, main interest in CLL, Lymphoma and MM; dad and husband; tweets are my own opinion",,"Brasília, Brasil",,2020-06-14 18:19:37+00:00,Eduardo Flavio Oliveira Ribeiro,http://twitter.com/,2.0,,1.2722322415282217e+18,,0.0,0.0,,"CLL educational program. Real practical points on choosing the right therapy into actual target drugs landscape, in… https://t.co/t8kLKQBrnq",en,0.0,545.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,2.0,https://twitter.com/EduardoFlavioO1/statuses/1272232241528221711,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,False,False,False,False,True,Disease Advocacy,0.0,0.0,1.0,"CLL educational program. Real practical points on choosing the right therapy into actual target drugs landscape, in… https://t.co/t8kLKQBrnq",true
mpdrc,Executive Director- Mays Cancer Center at UT Health San Antonio MD Anderson; (Views on Twitter are personal opinion),,"UT Health San Antonio ,TX, USA",,2020-06-14 17:20:08+00:00,"Ruben A. Mesa, MD",http://twitter.com/,24.0,,1.2722172709080023e+18,,0.0,0.0,,RT @MPN_Hub: CONGRESS | #EHA25Virtual | T Barbui presented the LOW-PV phase II trial conducted by FROM Foundation @FormazioneHPG23. Ropeg-I…,en,0.0,3222.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,17.0,7.0,https://twitter.com/mpdrc/statuses/1272217270908002306,0.0,0.0,,0.0,0.0,0.0,7.0,17.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,RT @MPN_Hub: CONGRESS | #EHA25Virtual | T Barbui presented the LOW-PV phase II trial conducted by FROM Foundation @FormazioneHPG23. Ropeg-I…,false
safaridoc,Blood doc. Part time clinical researcher.,,UK,,2020-06-14 09:30:35+00:00,AJW 💛,http://twitter.com/,0.0,,1.272099102680105e+18,,0.0,0.0,,Very true. Poor use of terms leads to diagnostic confusion and mismanagement. However also the slide is missing the… https://t.co/jbyzZE0g56,en,0.0,74.0,,,0.0,,,Negative,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/safaridoc/statuses/1272099102680104961,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Diagnostic Tools,0.0,1.0,0.0,Very true. Poor use of terms leads to diagnostic confusion and mismanagement. However also the slide is missing the… https://t.co/jbyzZE0g56,true
olga45093932,"MD,PhD, hematologist of @NationalCancerInst of @oncohematologyDepart",,"Kiev, Ukraine",,2020-06-10 17:59:24+00:00,Olga,http://twitter.com/,66.0,,1.2707776017207583e+18,,0.0,0.0,,"RT @AaronGerds: .@ASH_hematology is working hard to bring great content to #ASH20 during the pandemic. For updates check out: 

https://t.c…",en,0.0,64.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,54.0,12.0,https://twitter.com/olga45093932/statuses/1270777601720758273,0.0,0.0,,0.0,0.0,0.0,12.0,54.0,False,False,False,False,True,Covid,1.0,0.0,0.0,"RT @AaronGerds: .@ASH_hematology is working hard to bring great content to #ASH20 during the pandemic. For updates check out: 

https://t.c…",true
dgermain21,MD-PhD. 2nd year Heme/Onc fellow focused on lymphoma and leukemia. Physician-scientist-in-training. Tweet/RT not medical advice or endorsement.,,"St. Louis, MO",,2020-06-15 11:25:27+00:00,David A. Russler-Germain,http://twitter.com/,19.0,,1.272490397508436e+18,,0.0,0.0,,RT @lymphomahub: CONGRESS | #EHA25Virtual | @mike_dickinson1 from @PeterMacCC presented the phase I dose-escalation results of glofitamab t…,en,0.0,1612.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,11.0,8.0,https://twitter.com/dgermain21/statuses/1272490397508435969,0.0,0.0,,0.0,0.0,0.0,8.0,11.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,RT @lymphomahub: CONGRESS | #EHA25Virtual | @mike_dickinson1 from @PeterMacCC presented the phase I dose-escalation results of glofitamab t…,true
DocLHenry,"GU Oncologist @LoyolaOnc. Med Director @theMednet. Co-creator @HOJournalClub. #OncMedEd | #MedEd. Introvert, idealist, over-thinker. Tweets all me (she/her).🌈",,"Chicago, IL",,2020-06-10 16:46:01+00:00,Liza Henry McDonald,http://twitter.com/,66.0,,1.2707591310503772e+18,,0.0,0.0,,"RT @AaronGerds: .@ASH_hematology is working hard to bring great content to #ASH20 during the pandemic. For updates check out: 

https://t.c…",en,0.0,1200.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,54.0,12.0,https://twitter.com/DocLHenry/statuses/1270759131050377216,0.0,0.0,,0.0,0.0,0.0,12.0,54.0,False,False,False,False,True,Covid,1.0,0.0,0.0,"RT @AaronGerds: .@ASH_hematology is working hard to bring great content to #ASH20 during the pandemic. For updates check out: 

https://t.c…",true
szusmani,"Division Chief, Plasma Cell Disorders|Director, Clinical Research Hem Malignancies | Views are my own | RT not endorsement | Physician ≠ Provider",,"Charlotte, NC",,2020-06-10 16:45:37+00:00,Saad Z. Usmani MD MBA FACP (he/his/him),http://twitter.com/,66.0,,1.2707590340109066e+18,,0.0,0.0,,"RT @AaronGerds: .@ASH_hematology is working hard to bring great content to #ASH20 during the pandemic. For updates check out: 

https://t.c…",en,0.0,5512.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,54.0,12.0,https://twitter.com/szusmani/statuses/1270759034010906625,0.0,0.0,,0.0,0.0,0.0,12.0,54.0,False,False,False,False,True,Covid,1.0,0.0,0.0,"RT @AaronGerds: .@ASH_hematology is working hard to bring great content to #ASH20 during the pandemic. For updates check out: 

https://t.c…",true
MDedgeHemOnc,MDedge Hematology & Oncology provides the most important and up to date information and news for oncologists. Now part of the Medscape Professional Network.,,"Rockville, MD, Parsippany, NJ",,2020-06-27 19:13:02+00:00,MDedge Hematology & Oncology,http://twitter.com/,1.0,,1.2769567234761482e+18,,0.0,0.0,,CAPTIVATE MRD finds once-daily oral regimen of ibrutinib + venetoclax associated with deep molecular remissions in… https://t.co/kaczEF9q3F,en,0.0,6726.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,1.0,https://twitter.com/MDedgeHemOnc/statuses/1276956723476148225,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,Diagnosis Progression,0.0,0.0,1.0,CAPTIVATE MRD finds once-daily oral regimen of ibrutinib + venetoclax associated with deep molecular remissions in… https://t.co/kaczEF9q3F,false
MDedgeHemOnc,MDedge Hematology & Oncology provides the most important and up to date information and news for oncologists. Now part of the Medscape Professional Network.,,"Rockville, MD, Parsippany, NJ",,2020-06-27 01:38:01+00:00,MDedge Hematology & Oncology,http://twitter.com/,0.0,,1.2766912222083154e+18,,0.0,0.0,,A once-daily oral regimen of ibrutinib and venetoclax was linked to molecular remissions in both bone marrow and pe… https://t.co/j31cF4BEw6,en,0.0,6726.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/MDedgeHemOnc/statuses/1276691222208315392,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Diagnosis Progression,0.0,0.0,1.0,A once-daily oral regimen of ibrutinib and venetoclax was linked to molecular remissions in both bone marrow and pe… https://t.co/j31cF4BEw6,true
ADCReview,"ADC Review/J. Antibody-drug Conjugates, an open access journal, brings together researchers, scientists and physicians involved in the growing field of ADCs.",,"Phoenix, AZ (USA)",,2020-06-17 18:30:00+00:00,ADC Review,http://twitter.com/,0.0,,1.2733220167378248e+18,,0.0,0.0,,Loncastuximab Tesirine Demonstrates an Overall High Response Rates in Pivotal Phase II Single-agent Trial… https://t.co/VS0L239WSz,en,0.0,905.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/ADCReview/statuses/1273322016737824769,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,Loncastuximab Tesirine Demonstrates an Overall High Response Rates in Pivotal Phase II Single-agent Trial… https://t.co/VS0L239WSz,true
EladSharonMD,"#MedicalOncologist tweeting on #immunotherapy, #drugdevelopment, #COVID19 & #HealthEcon. #NCI #CancerMoonshot Adult Immunotherapy Co-Chair. Tweets are mine.",,"Washington, DC",,2020-06-17 18:21:12+00:00,Elad Sharon,http://twitter.com/,15.0,,1.2733198003962225e+18,,0.0,0.0,,RT @Dr_AmerZeidan: My commentary on our first in human Phase 1 study of the protein degrader CC-90009 in refractory/relapsed aml that we pr…,en,0.0,2113.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,12.0,3.0,https://twitter.com/EladSharonMD/statuses/1273319800396222466,0.0,0.0,,0.0,0.0,0.0,3.0,12.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,RT @Dr_AmerZeidan: My commentary on our first in human Phase 1 study of the protein degrader CC-90009 in refractory/relapsed aml that we pr…,true
dgermain21,MD-PhD. 2nd year Heme/Onc fellow focused on lymphoma and leukemia. Physician-scientist-in-training. Tweet/RT not medical advice or endorsement.,,"St. Louis, MO",,2020-06-17 12:20:45+00:00,David A. Russler-Germain,http://twitter.com/,9.0,,1.2732290910601871e+18,,0.0,0.0,,"RT @lymphomahub: CONGRESS | #EHA25Virtual |OAsIs I| Steven Le Gouill, @CHUnantes, reported data from the phase I/II trial of ibrutinib, ven…",en,0.0,1612.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,6.0,3.0,https://twitter.com/dgermain21/statuses/1273229091060187139,0.0,0.0,,0.0,0.0,0.0,3.0,6.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,"RT @lymphomahub: CONGRESS | #EHA25Virtual |OAsIs I| Steven Le Gouill, @CHUnantes, reported data from the phase I/II trial of ibrutinib, ven…",true
VincentRK,"Professor, Mayo Clinic; Editor, Blood Cancer Journal; Oncologist; Health Costs; COVID threads @SurvivedCOVID Opinions=personal views https://t.co/TMq9vc5hZk",,"Rochester, MN, USA",,2020-08-05 01:15:34+00:00,Vincent Rajkumar,http://twitter.com/,9.0,,1.290818696269767e+18,,0.0,0.0,,"RT @eponcology: S. Vincent Rajkumar, MD, provides insights from #EHA2020 on the treatment of relapsed/refractory multiple myeloma. https://…",en,0.0,33588.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,7.0,2.0,https://twitter.com/VincentRK/statuses/1290818696269766661,0.0,0.0,,0.0,0.0,0.0,2.0,7.0,False,False,False,False,True,Diagnosis Progression,0.0,0.0,1.0,"RT @eponcology: S. Vincent Rajkumar, MD, provides insights from #EHA2020 on the treatment of relapsed/refractory multiple myeloma. https://…",true
Kasia_HP,Physician pursuing #medtech #innovation and patient access. Medical affairs and market access leader. #scicom #healthtech,,"Las Vegas, NV",,2020-10-10 00:21:15+00:00,KasiaHP,http://twitter.com/,14.0,,1.3147226285533716e+18,,0.0,0.0,,"RT @terumobct: Our own Colleen Riley, Senior Vice President Innovation and Development and Delara Motlagh, Vice President Cell Therapy Tech…",en,0.0,8197.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,10.0,4.0,https://twitter.com/Kasia_HP/statuses/1314722628553371649,0.0,0.0,,0.0,0.0,0.0,4.0,10.0,False,False,False,False,True,Innovation,0.0,0.0,1.0,"RT @terumobct: Our own Colleen Riley, Senior Vice President Innovation and Development and Delara Motlagh, Vice President Cell Therapy Tech…",false
justinburkhard1,30. Twin. Physician Assistant and biotech enthusiast. 10 years of rec trading. My tweets are not investment advice. co Ceo/founder High Tides,,"Palm City, FL",,2020-08-11 16:55:57+00:00,Justin Burkhardt,http://twitter.com/,41.0,,1.29322968131618e+18,,0.0,0.0,,"RT @JD4myfab4: Market cap comparison: 

$FTSV $5BILLION $GILD buyout

$ALXO $1.6BILLION MC

$TRIL $700MILLION 

While better monotherapy PR…",en,0.0,361.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,32.0,9.0,https://twitter.com/justinburkhard1/statuses/1293229681316179968,0.0,0.0,,0.0,0.0,0.0,9.0,32.0,False,False,False,False,True,Financial Performance,0.0,0.0,1.0,"RT @JD4myfab4: Market cap comparison: 

$FTSV $5BILLION $GILD buyout

$ALXO $1.6BILLION MC

$TRIL $700MILLION 

While better monotherapy PR…",true
Kristel_GT,Medical Oncologist-Internal Medicine. Tweets are my own. Mexico.,,"Tamaulipas, México",,2020-11-26 05:20:19+00:00,Kristel Gonzalez,http://twitter.com/,49.0,,1.3318301197747569e+18,,0.0,0.0,,"RT @michaelwangmd: We have an ongoing CAR T cell  trial for relapsed mantle cell lymphoma, this trial is open for enrollment. Good data wil…",en,0.0,1096.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,39.0,10.0,https://twitter.com/Kristel_GT/statuses/1331830119774756864,0.0,0.0,,0.0,0.0,0.0,10.0,39.0,False,False,False,False,True,Diagnosis Progression,0.0,0.0,1.0,"RT @michaelwangmd: We have an ongoing CAR T cell  trial for relapsed mantle cell lymphoma, this trial is open for enrollment. Good data wil…",true
NitinJainMD,Leukemia Physician at MD Anderson Cancer Center | #Leukemia #CLL #ALL | Med School #AIIMS | Tweets are my own thoughts and opinions,,"Houston, Texas",,2020-06-01 16:35:35+00:00,Nitin Jain,http://twitter.com/,17.0,,1.2674950184928133e+18,,0.0,0.0,,"RT @HematologyTweet: Future Phase III trials in CLL
@NitinJainMD
#ASH19
#BASH2019 https://t.co/9hQo9qzCcP",en,0.0,2259.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,13.0,4.0,https://twitter.com/NitinJainMD/statuses/1267495018492813313,0.0,0.0,,0.0,0.0,0.0,4.0,13.0,False,False,False,False,True,FDA Approval,0.0,0.0,1.0,"RT @HematologyTweet: Future Phase III trials in CLL
@NitinJainMD
#ASH19
#BASH2019 https://t.co/9hQo9qzCcP",true
mkahaleh,"Dr. Kahaleh is the Clinical Director of Gastroenterology at Rutgers Robert Wood Johnson. He is an expert in Interventional endoscopy, ERCP, EUS, ESD and POEM",,New Brunswick,,2020-07-23 13:34:01+00:00,Michel Kahaleh,http://twitter.com/,1.0,,1.2862934907714929e+18,,0.0,0.0,,"Fabulous talk about TIF by Dr Tyberg #thisiswhatwedo #GERD #TIF #reflux #advancedendoscopy

https://t.co/Ul8Ywj9aSJ",en,0.0,1586.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,1.0,https://twitter.com/mkahaleh/statuses/1286293490771492866,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,Side Effects,1.0,0.0,0.0,"Fabulous talk about TIF by Dr Tyberg #thisiswhatwedo #GERD #TIF #reflux #advancedendoscopy

https://t.co/Ul8Ywj9aSJ",true
victorshiyulin,BBiomed MD | Doctor @TheRMH | MPH Student @Sydney_Uni | Researcher @PeterMacCC | Co-Founder @auscancercomp @aushaemsoc,,,,2020-07-23 21:04:54+00:00,Victor Lin,http://twitter.com/,18.0,,1.286406962893058e+18,,0.0,0.0,,RT @EHA_Hematology: This year's @young_eha Research Meeting (YERM) at #EHA25Virtual covered topics like: normal hematopoiesis &amp; stem cell b…,en,0.0,96.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,13.0,5.0,https://twitter.com/victorshiyulin/statuses/1286406962893058048,0.0,0.0,,0.0,0.0,0.0,5.0,13.0,False,False,False,False,True,Innovation,0.0,0.0,1.0,RT @EHA_Hematology: This year's @young_eha Research Meeting (YERM) at #EHA25Virtual covered topics like: normal hematopoiesis &amp; stem cell b…,true
